date,year,month,day_of_month,rainfall_mm,temp_celsius,solar_mj,power_cut,season_day
2024-06-05,2024,6,5,0.0,31.4,15.9,0,5
2024-06-06,2024,6,6,0.0,35.1,17.1,0,6
2024-06-07,2024,6,7,0.0,33.3,12.3,0,7
2024-06-08,2024,6,8,2.94,32.0,17.1,0,8
2024-06-09,2024,6,9,4.03,33.6,16.5,0,9
2024-06-10,2024,6,10,15.57,29.9,16.5,0,10
2024-06-11,2024,6,11,0.0,31.3,20.3,0,11
2024-06-12,2024,6,12,0.9,34.3,16.1,1,12
2024-06-13,2024,6,13,0.35,34.5,16.9,1,13
2024-06-14,2024,6,14,2.24,31.0,19.1,0,14
2024-06-15,2024,6,15,2.96,34.1,19.5,0,15
2024-06-16,2024,6,16,0.0,31.6,17.5,0,16
2024-06-17,2024,6,17,3.53,33.2,20.4,0,17
2024-06-18,2024,6,18,3.43,33.1,18.7,0,18
2024-06-19,2024,6,19,5.54,32.8,13.6,0,19
2024-06-20,2024,6,20,0.0,33.0,18.5,0,20
2024-06-21,2024,6,21,0.48,31.8,18.6,0,21
2024-06-22,2024,6,22,0.0,31.0,18.7,0,22
2024-06-23,2024,6,23,1.89,31.4,15.1,0,23
2024-06-24,2024,6,24,7.16,32.8,14.4,0,24
2024-06-25,2024,6,25,0.0,32.7,18.0,0,25
2024-06-26,2024,6,26,0.21,32.6,20.7,0,26
2024-06-27,2024,6,27,0.34,32.5,18.8,0,27
2024-06-28,2024,6,28,0.0,33.7,18.1,0,28
2024-06-29,2024,6,29,4.05,33.4,15.9,0,29
2024-06-30,2024,6,30,4.42,33.0,16.9,0,30
2024-07-01,2024,7,1,1.11,29.6,18.7,0,31
2024-07-02,2024,7,2,0.0,30.5,18.0,1,32
2024-07-03,2024,7,3,1.09,31.9,18.7,1,33
2024-07-04,2024,7,4,12.87,34.1,14.9,0,34
2024-07-05,2024,7,5,13.2,30.7,12.7,0,35
2024-07-06,2024,7,6,0.0,28.6,18.2,0,36
2024-07-07,2024,7,7,0.0,31.9,18.8,0,37
2024-07-08,2024,7,8,0.0,28.6,16.6,0,38
2024-07-09,2024,7,9,3.16,30.4,18.7,0,39
2024-07-10,2024,7,10,0.0,34.0,14.9,0,40
2024-07-11,2024,7,11,0.0,29.7,15.3,0,41
2024-07-12,2024,7,12,0.0,30.7,19.8,0,42
2024-07-13,2024,7,13,0.0,28.8,18.0,0,43
2024-07-14,2024,7,14,14.87,30.4,15.0,0,44
2024-07-15,2024,7,15,0.0,32.1,17.0,0,45
2024-07-16,2024,7,16,0.0,32.4,16.1,0,46
2024-07-17,2024,7,17,0.0,31.6,16.9,1,47
2024-07-18,2024,7,18,0.43,30.0,18.0,0,48
2024-07-19,2024,7,19,1.48,29.4,20.1,0,49
2024-07-20,2024,7,20,14.08,32.8,13.2,0,50
2024-07-21,2024,7,21,13.65,30.6,18.2,0,51
2024-07-22,2024,7,22,0.37,29.8,19.0,0,52
2024-07-23,2024,7,23,0.0,32.0,15.0,0,53
2024-07-24,2024,7,24,0.0,30.4,18.5,0,54
2024-07-25,2024,7,25,0.0,31.9,17.6,0,55
2024-07-26,2024,7,26,0.0,30.5,21.6,0,56
2024-07-27,2024,7,27,0.0,32.0,18.8,0,57
2024-07-28,2024,7,28,0.0,30.2,15.8,0,58
2024-07-29,2024,7,29,0.0,31.7,19.6,0,59
2024-07-30,2024,7,30,0.0,31.0,19.3,0,60
2024-07-31,2024,7,31,12.67,32.3,15.3,0,61
2024-08-01,2024,8,1,0.0,30.7,18.4,0,62
2024-08-02,2024,8,2,18.45,31.0,15.2,0,63
2024-08-03,2024,8,3,0.0,26.8,20.2,0,64
2024-08-04,2024,8,4,0.0,29.3,16.3,0,65
2024-08-05,2024,8,5,0.0,31.6,19.2,0,66
2024-08-06,2024,8,6,0.0,31.8,18.5,0,67
2024-08-07,2024,8,7,3.78,30.2,15.2,0,68
2024-08-08,2024,8,8,0.0,28.3,20.4,0,69
2024-08-09,2024,8,9,1.89,29.2,14.2,0,70
2024-08-10,2024,8,10,4.86,29.2,19.8,0,71
2024-08-11,2024,8,11,16.22,29.4,15.3,0,72
2024-08-12,2024,8,12,8.18,29.9,13.7,0,73
2024-08-13,2024,8,13,6.27,31.3,18.8,0,74
2024-08-14,2024,8,14,0.58,29.0,14.4,0,75
2024-08-15,2024,8,15,0.0,29.8,18.2,1,76
2024-08-16,2024,8,16,8.6,29.2,15.7,0,77
2024-08-17,2024,8,17,0.0,28.1,19.7,1,78
2024-08-18,2024,8,18,0.0,31.2,15.7,0,79
2024-08-19,2024,8,19,0.0,28.3,16.2,0,80
2024-08-20,2024,8,20,0.0,30.8,18.7,0,81
2024-08-21,2024,8,21,0.0,31.6,20.3,0,82
2024-08-22,2024,8,22,0.53,30.8,17.7,0,83
2024-08-23,2024,8,23,9.45,30.0,15.8,1,84
2024-08-24,2024,8,24,0.0,29.8,19.7,0,85
2024-08-25,2024,8,25,24.86,32.1,14.6,1,86
2024-08-26,2024,8,26,1.6,28.8,16.3,0,87
2024-08-27,2024,8,27,5.37,28.9,20.2,1,88
2024-08-28,2024,8,28,0.0,31.5,18.8,0,89
2024-08-29,2024,8,29,0.0,30.7,15.2,0,90
2024-08-30,2024,8,30,0.0,30.3,18.3,1,91
2024-08-31,2024,8,31,24.25,31.6,17.9,0,92
2024-09-01,2024,9,1,4.92,30.4,21.3,0,93
2024-09-02,2024,9,2,0.0,27.5,14.8,0,94
2024-09-03,2024,9,3,0.0,24.9,17.0,1,95
2024-09-04,2024,9,4,0.18,29.0,16.6,0,96
2024-09-05,2024,9,5,2.02,31.9,16.2,0,97
2024-09-06,2024,9,6,2.02,30.6,18.3,0,98
2024-09-07,2024,9,7,0.0,28.3,16.8,0,99
2024-09-08,2024,9,8,31.38,31.5,13.8,0,100
2024-09-09,2024,9,9,2.09,28.7,18.2,0,101
2024-09-10,2024,9,10,0.0,28.5,16.3,0,102
2024-09-11,2024,9,11,0.0,29.7,17.4,0,103
2024-09-12,2024,9,12,0.0,29.8,19.2,0,104
2024-09-13,2024,9,13,0.0,29.9,16.1,0,105
2024-09-14,2024,9,14,0.0,28.2,17.4,0,106
2024-09-15,2024,9,15,8.87,30.8,15.7,0,107
2024-09-16,2024,9,16,5.52,33.9,17.8,0,108
2024-09-17,2024,9,17,0.47,27.9,18.1,0,109
2024-09-18,2024,9,18,5.63,32.7,17.7,0,110
2024-09-19,2024,9,19,3.62,27.0,17.4,0,111
2024-09-20,2024,9,20,1.13,28.2,16.8,0,112
2024-09-21,2024,9,21,0.57,28.4,17.8,0,113
2024-09-22,2024,9,22,26.3,26.8,10.5,1,114
2024-09-23,2024,9,23,0.0,30.7,20.5,0,115
2024-09-24,2024,9,24,0.0,29.3,13.8,0,116
2024-09-25,2024,9,25,0.0,28.6,18.7,0,117
2024-09-26,2024,9,26,0.0,28.4,17.6,0,118
2024-09-27,2024,9,27,0.0,27.6,17.4,0,119
2024-09-28,2024,9,28,0.0,30.9,18.4,1,120
2024-09-29,2024,9,29,1.85,25.2,18.9,0,121
2024-09-30,2024,9,30,1.69,28.6,21.2,0,122
2024-10-01,2024,10,1,0.0,25.3,17.6,1,123
2024-10-02,2024,10,2,0.0,31.3,18.5,1,124
2024-10-03,2024,10,3,0.0,29.8,20.8,0,125
2024-10-04,2024,10,4,0.0,27.0,15.7,0,126
2024-10-05,2024,10,5,0.0,26.1,16.6,0,127
2024-10-06,2024,10,6,0.0,27.3,18.7,0,128
2024-10-07,2024,10,7,0.0,26.5,19.6,0,129
2024-10-08,2024,10,8,0.0,26.8,17.8,0,130
2024-10-09,2024,10,9,0.19,23.3,16.4,0,131
2024-10-10,2024,10,10,1.1,28.3,18.2,0,132
2024-10-11,2024,10,11,0.0,24.8,20.2,0,133
2024-10-12,2024,10,12,0.0,27.5,18.2,0,134
2024-10-13,2024,10,13,1.02,27.5,15.9,0,135
2024-10-14,2024,10,14,0.0,28.1,15.5,0,136
2024-10-15,2024,10,15,0.0,24.3,19.2,1,137
2024-10-16,2024,10,16,0.0,23.5,14.1,1,138
2024-10-17,2024,10,17,1.54,22.1,15.2,0,139
2024-10-18,2024,10,18,0.0,28.9,19.3,0,140
2024-10-19,2024,10,19,0.0,25.3,17.1,0,141
2024-10-20,2024,10,20,2.02,27.9,18.8,0,142
2024-10-21,2024,10,21,0.0,23.5,17.5,1,143
2024-10-22,2024,10,22,1.52,29.6,15.3,1,144
2024-10-23,2024,10,23,0.0,27.7,20.7,1,145
2024-10-24,2024,10,24,0.0,27.6,20.1,0,146
2024-10-25,2024,10,25,0.0,31.1,21.3,0,147
2024-10-26,2024,10,26,0.0,30.4,21.5,0,148
2024-10-27,2024,10,27,0.61,26.9,13.7,0,149
2024-10-28,2024,10,28,0.0,27.6,19.8,0,150
2024-10-29,2024,10,29,5.32,24.7,18.1,0,151
2024-10-30,2024,10,30,0.0,25.6,20.2,0,152
2024-10-31,2024,10,31,2.88,29.1,20.8,0,153
2025-06-01,2025,6,1,0.0,37.0,16.9,0,1
2025-06-02,2025,6,2,10.89,34.7,13.9,0,2
2025-06-03,2025,6,3,26.61,33.8,12.3,0,3
2025-06-04,2025,6,4,0.0,32.1,17.7,1,4
2025-06-05,2025,6,5,3.54,31.5,18.0,0,5
2025-06-06,2025,6,6,0.0,34.6,17.7,0,6
2025-06-07,2025,6,7,3.6,33.5,18.9,0,7
2025-06-08,2025,6,8,0.0,32.0,17.6,0,8
2025-06-09,2025,6,9,0.0,32.6,16.5,1,9
2025-06-10,2025,6,10,2.37,29.9,14.1,0,10
2025-06-11,2025,6,11,1.68,32.0,17.0,0,11
2025-06-12,2025,6,12,1.69,33.4,16.9,0,12
2025-06-13,2025,6,13,0.0,33.7,14.2,0,13
2025-06-14,2025,6,14,0.0,32.7,18.5,0,14
2025-06-15,2025,6,15,0.69,32.8,14.3,1,15
2025-06-16,2025,6,16,0.0,34.8,16.9,1,16
2025-06-17,2025,6,17,12.34,32.4,17.8,0,17
2025-06-18,2025,6,18,5.56,32.4,18.6,0,18
2025-06-19,2025,6,19,0.0,32.9,21.4,0,19
2025-06-20,2025,6,20,0.0,34.9,17.3,0,20
2025-06-21,2025,6,21,10.96,32.5,16.3,0,21
2025-06-22,2025,6,22,0.0,30.5,15.5,0,22
2025-06-23,2025,6,23,5.46,33.4,14.7,0,23
2025-06-24,2025,6,24,1.38,31.9,18.5,0,24
2025-06-25,2025,6,25,0.0,32.6,17.3,0,25
2025-06-26,2025,6,26,0.77,35.4,18.2,0,26
2025-06-27,2025,6,27,0.64,34.4,17.2,0,27
2025-06-28,2025,6,28,4.9,34.1,19.5,0,28
2025-06-29,2025,6,29,0.05,31.8,19.6,1,29
2025-06-30,2025,6,30,2.8,33.6,17.1,0,30
2025-07-01,2025,7,1,0.0,30.1,18.9,0,31
2025-07-02,2025,7,2,3.47,33.1,16.1,0,32
2025-07-03,2025,7,3,0.0,29.3,18.0,0,33
2025-07-04,2025,7,4,14.87,27.9,18.5,0,34
2025-07-05,2025,7,5,6.19,30.4,17.3,0,35
2025-07-06,2025,7,6,2.04,30.3,20.1,0,36
2025-07-07,2025,7,7,2.62,32.1,19.0,0,37
2025-07-08,2025,7,8,7.33,31.1,19.1,0,38
2025-07-09,2025,7,9,5.23,30.9,18.0,0,39
2025-07-10,2025,7,10,0.0,31.3,15.7,0,40
2025-07-11,2025,7,11,0.0,32.7,18.7,0,41
2025-07-12,2025,7,12,10.98,32.3,18.7,0,42
2025-07-13,2025,7,13,3.13,30.7,15.7,0,43
2025-07-14,2025,7,14,0.0,29.1,17.1,0,44
2025-07-15,2025,7,15,1.31,31.5,15.4,0,45
2025-07-16,2025,7,16,0.0,31.1,12.0,0,46
2025-07-17,2025,7,17,0.0,32.8,19.6,0,47
2025-07-18,2025,7,18,0.0,29.6,21.5,0,48
2025-07-19,2025,7,19,0.0,32.7,15.8,0,49
2025-07-20,2025,7,20,3.46,29.4,17.8,0,50
2025-07-21,2025,7,21,0.0,33.6,19.6,0,51
2025-07-22,2025,7,22,0.48,32.4,18.1,0,52
2025-07-23,2025,7,23,0.0,31.8,18.4,0,53
2025-07-24,2025,7,24,0.0,32.1,18.6,0,54
2025-07-25,2025,7,25,5.68,31.1,14.8,0,55
2025-07-26,2025,7,26,5.85,33.3,18.0,1,56
2025-07-27,2025,7,27,0.0,29.6,18.2,0,57
2025-07-28,2025,7,28,0.0,31.5,17.7,0,58
2025-07-29,2025,7,29,0.0,28.1,16.3,1,59
2025-07-30,2025,7,30,4.02,33.8,14.4,0,60
2025-07-31,2025,7,31,12.21,30.9,18.2,0,61
2025-08-01,2025,8,1,2.86,31.6,17.3,0,62
2025-08-02,2025,8,2,0.0,28.7,16.9,0,63
2025-08-03,2025,8,3,0.0,28.0,16.4,0,64
2025-08-04,2025,8,4,0.0,26.6,18.7,1,65
2025-08-05,2025,8,5,0.0,32.9,15.7,0,66
2025-08-06,2025,8,6,0.0,29.5,21.4,1,67
2025-08-07,2025,8,7,9.46,30.9,16.4,0,68
2025-08-08,2025,8,8,11.44,26.9,16.5,0,69
2025-08-09,2025,8,9,8.86,29.6,14.7,0,70
2025-08-10,2025,8,10,0.0,29.2,18.4,0,71
2025-08-11,2025,8,11,7.98,29.5,14.0,0,72
2025-08-12,2025,8,12,0.0,29.6,18.0,0,73
2025-08-13,2025,8,13,0.0,27.6,18.7,0,74
2025-08-14,2025,8,14,0.0,29.6,20.7,0,75
2025-08-15,2025,8,15,0.0,32.1,22.0,0,76
2025-08-16,2025,8,16,0.0,30.5,17.4,0,77
2025-08-17,2025,8,17,0.0,30.4,17.5,0,78
2025-08-18,2025,8,18,0.0,31.7,19.3,0,79
2025-08-19,2025,8,19,0.0,29.3,19.3,0,80
2025-08-20,2025,8,20,0.29,29.9,18.8,0,81
2025-08-21,2025,8,21,14.95,30.9,17.7,0,82
2025-08-22,2025,8,22,0.0,29.3,18.1,0,83
2025-08-23,2025,8,23,0.0,29.5,18.9,0,84
2025-08-24,2025,8,24,1.17,28.3,17.2,0,85
2025-08-25,2025,8,25,8.54,30.4,14.6,1,86
2025-08-26,2025,8,26,0.0,29.7,15.7,0,87
2025-08-27,2025,8,27,8.19,30.7,15.6,0,88
2025-08-28,2025,8,28,0.18,32.0,17.6,0,89
2025-08-29,2025,8,29,5.97,27.4,19.8,0,90
2025-08-30,2025,8,30,0.0,31.4,16.0,0,91
2025-08-31,2025,8,31,0.0,31.3,13.7,1,92
2025-09-01,2025,9,1,5.56,29.9,18.2,0,93
2025-09-02,2025,9,2,1.87,30.7,16.9,1,94
2025-09-03,2025,9,3,2.34,30.3,12.8,0,95
2025-09-04,2025,9,4,0.0,30.2,19.4,0,96
2025-09-05,2025,9,5,1.3,26.3,17.0,1,97
2025-09-06,2025,9,6,4.26,30.1,14.9,0,98
2025-09-07,2025,9,7,0.0,28.4,19.2,0,99
2025-09-08,2025,9,8,7.44,26.7,18.5,0,100
2025-09-09,2025,9,9,6.04,31.8,14.5,0,101
2025-09-10,2025,9,10,6.5,31.2,15.9,0,102
2025-09-11,2025,9,11,0.0,30.4,14.9,0,103
2025-09-12,2025,9,12,0.0,25.2,17.3,0,104
2025-09-13,2025,9,13,0.0,29.9,18.4,0,105
2025-09-14,2025,9,14,11.19,30.3,14.3,0,106
2025-09-15,2025,9,15,0.0,28.1,19.8,0,107
2025-09-16,2025,9,16,0.0,32.2,19.8,0,108
2025-09-17,2025,9,17,8.47,27.5,14.2,0,109
2025-09-18,2025,9,18,0.0,30.5,18.6,0,110
2025-09-19,2025,9,19,0.97,28.4,13.6,0,111
2025-09-20,2025,9,20,2.52,29.0,15.4,0,112
2025-09-21,2025,9,21,17.26,29.4,14.7,1,113
2025-09-22,2025,9,22,0.0,32.2,21.9,0,114
2025-09-23,2025,9,23,4.43,27.4,16.8,0,115
2025-09-24,2025,9,24,0.0,30.5,18.5,0,116
2025-09-25,2025,9,25,0.0,25.3,19.3,0,117
2025-09-26,2025,9,26,0.0,31.1,16.2,0,118
2025-09-27,2025,9,27,0.0,27.6,17.5,0,119
2025-09-28,2025,9,28,3.79,25.1,18.7,0,120
2025-09-29,2025,9,29,1.39,29.6,19.5,0,121
2025-09-30,2025,9,30,7.19,26.4,15.0,1,122
2025-10-01,2025,10,1,0.0,27.5,23.5,1,123
2025-10-02,2025,10,2,0.0,29.5,14.8,0,124
2025-10-03,2025,10,3,0.79,24.5,20.7,0,125
2025-10-04,2025,10,4,0.0,22.0,20.6,0,126
2025-10-05,2025,10,5,1.53,29.0,20.0,0,127
2025-10-06,2025,10,6,0.33,26.8,20.1,0,128
2025-10-07,2025,10,7,0.0,28.7,21.5,0,129
2025-10-08,2025,10,8,1.08,24.9,14.3,0,130
2025-10-09,2025,10,9,0.0,25.3,17.5,0,131
2025-10-10,2025,10,10,7.6,24.4,16.9,0,132
2025-10-11,2025,10,11,0.34,30.9,17.9,0,133
2025-10-12,2025,10,12,2.38,26.6,20.7,0,134
2025-10-13,2025,10,13,0.0,27.4,15.3,0,135
2025-10-14,2025,10,14,0.0,25.6,19.4,1,136
2025-10-15,2025,10,15,0.82,27.9,19.9,0,137
2025-10-16,2025,10,16,0.0,29.6,16.8,0,138
2025-10-17,2025,10,17,1.36,23.6,16.5,0,139
2025-10-18,2025,10,18,0.0,25.6,18.9,0,140
2025-10-19,2025,10,19,0.0,23.6,15.7,0,141
2025-10-20,2025,10,20,0.0,22.0,14.4,0,142
2025-10-21,2025,10,21,0.15,26.4,19.0,0,143
2025-10-22,2025,10,22,7.14,24.6,13.2,0,144
2025-10-23,2025,10,23,0.28,23.9,19.3,1,145
2025-10-24,2025,10,24,0.0,28.5,18.5,0,146
2025-10-25,2025,10,25,1.31,29.5,19.5,0,147
2025-10-26,2025,10,26,1.25,25.4,15.5,0,148
2025-10-27,2025,10,27,3.17,26.8,21.9,0,149
2025-10-28,2025,10,28,0.0,25.0,18.4,0,150
2025-10-29,2025,10,29,0.0,25.8,18.9,0,151
2025-10-30,2025,10,30,0.0,22.0,17.6,0,152
2025-10-31,2025,10,31,0.0,31.1,16.7,0,153
2026-06-01,2026,6,1,0.0,32.2,16.9,0,1
2026-06-02,2026,6,2,0.0,32.7,15.4,0,2
2026-06-03,2026,6,3,1.53,33.7,20.1,0,3
2026-06-04,2026,6,4,0.0,35.5,18.4,0,4
2026-06-05,2026,6,5,0.0,30.0,21.5,0,5
2026-06-06,2026,6,6,0.0,30.3,19.0,0,6
2026-06-07,2026,6,7,0.0,35.8,19.1,0,7
2026-06-08,2026,6,8,1.41,33.5,16.9,0,8
2026-06-09,2026,6,9,1.79,33.6,12.6,0,9
2026-06-10,2026,6,10,2.32,33.4,20.9,0,10
2026-06-11,2026,6,11,0.0,36.8,18.4,0,11
2026-06-12,2026,6,12,1.62,34.6,17.5,0,12
2026-06-13,2026,6,13,0.0,32.8,16.6,0,13
2026-06-14,2026,6,14,0.0,30.4,20.0,1,14
2026-06-15,2026,6,15,0.63,36.5,17.2,0,15
2026-06-16,2026,6,16,2.69,33.2,18.5,0,16
2026-06-17,2026,6,17,0.36,31.9,18.9,0,17
2026-06-18,2026,6,18,0.0,31.9,19.6,1,18
2026-06-19,2026,6,19,2.74,34.0,16.8,0,19
2026-06-20,2026,6,20,0.17,31.8,20.1,0,20
2026-06-21,2026,6,21,8.45,33.6,14.7,0,21
2026-06-22,2026,6,22,0.0,33.8,19.0,0,22
2026-06-23,2026,6,23,0.76,32.4,16.7,0,23
2026-06-24,2026,6,24,0.0,30.7,14.3,0,24
2026-06-25,2026,6,25,0.0,30.9,17.8,0,25
2026-06-26,2026,6,26,0.0,30.5,19.4,1,26
2026-06-27,2026,6,27,1.03,29.8,18.7,0,27
2026-06-28,2026,6,28,0.0,34.3,19.7,0,28
2026-06-29,2026,6,29,0.0,32.2,16.8,0,29
2026-06-30,2026,6,30,0.0,29.3,18.2,1,30
2026-07-01,2026,7,1,0.0,32.5,16.2,1,31
2026-07-02,2026,7,2,0.0,29.7,17.9,0,32
2026-07-03,2026,7,3,0.0,31.9,13.0,0,33
2026-07-04,2026,7,4,15.47,31.3,14.3,0,34
2026-07-05,2026,7,5,0.0,33.0,15.5,0,35
2026-07-06,2026,7,6,8.72,31.8,12.6,0,36
2026-07-07,2026,7,7,2.64,31.3,17.6,0,37
2026-07-08,2026,7,8,1.01,33.0,20.2,0,38
2026-07-09,2026,7,9,0.0,30.8,20.0,0,39
2026-07-10,2026,7,10,0.0,31.7,18.4,0,40
2026-07-11,2026,7,11,0.0,32.0,17.3,1,41
2026-07-12,2026,7,12,4.75,31.7,21.1,0,42
2026-07-13,2026,7,13,0.0,31.0,16.4,0,43
2026-07-14,2026,7,14,17.36,31.8,14.9,0,44
2026-07-15,2026,7,15,0.0,32.1,20.1,0,45
2026-07-16,2026,7,16,9.55,29.8,13.3,0,46
2026-07-17,2026,7,17,9.28,32.9,17.7,0,47
2026-07-18,2026,7,18,2.25,30.0,17.1,0,48
2026-07-19,2026,7,19,0.0,32.1,17.3,0,49
2026-07-20,2026,7,20,9.44,31.0,14.7,0,50
2026-07-21,2026,7,21,16.16,30.1,16.3,0,51
2026-07-22,2026,7,22,0.0,30.4,18.9,0,52
2026-07-23,2026,7,23,0.0,29.8,18.0,0,53
2026-07-24,2026,7,24,0.0,27.9,17.3,0,54
2026-07-25,2026,7,25,0.0,29.9,20.4,0,55
2026-07-26,2026,7,26,0.0,29.1,17.7,0,56
2026-07-27,2026,7,27,9.16,32.3,18.5,0,57
2026-07-28,2026,7,28,0.0,30.7,21.6,0,58
2026-07-29,2026,7,29,9.16,30.5,17.4,0,59
2026-07-30,2026,7,30,0.0,29.7,20.6,0,60
2026-07-31,2026,7,31,0.0,30.8,20.4,0,61
2026-08-01,2026,8,1,0.0,31.6,16.9,0,62
2026-08-02,2026,8,2,0.0,30.5,20.1,0,63
2026-08-03,2026,8,3,20.3,31.5,12.5,0,64
2026-08-04,2026,8,4,5.93,29.6,13.9,0,65
2026-08-05,2026,8,5,0.0,28.0,20.0,0,66
2026-08-06,2026,8,6,0.0,29.8,17.6,0,67
2026-08-07,2026,8,7,0.0,29.8,14.7,0,68
2026-08-08,2026,8,8,1.54,32.7,19.4,0,69
2026-08-09,2026,8,9,2.01,30.0,17.6,0,70
2026-08-10,2026,8,10,0.7,29.4,16.4,0,71
2026-08-11,2026,8,11,9.65,29.8,17.6,0,72
2026-08-12,2026,8,12,0.0,28.1,15.0,0,73
2026-08-13,2026,8,13,0.0,29.8,17.1,0,74
2026-08-14,2026,8,14,27.49,29.1,13.1,0,75
2026-08-15,2026,8,15,0.0,30.0,16.4,0,76
2026-08-16,2026,8,16,0.0,31.2,16.0,1,77
2026-08-17,2026,8,17,18.23,29.2,16.4,0,78
2026-08-18,2026,8,18,1.37,28.8,14.2,0,79
2026-08-19,2026,8,19,9.23,30.0,18.0,0,80
2026-08-20,2026,8,20,1.39,28.4,18.7,0,81
2026-08-21,2026,8,21,0.0,29.2,18.4,1,82
2026-08-22,2026,8,22,0.0,32.0,19.2,0,83
2026-08-23,2026,8,23,0.0,29.4,18.0,0,84
2026-08-24,2026,8,24,0.0,29.5,17.7,0,85
2026-08-25,2026,8,25,7.2,31.4,12.1,0,86
2026-08-26,2026,8,26,0.0,29.2,16.2,0,87
2026-08-27,2026,8,27,0.0,31.2,20.6,0,88
2026-08-28,2026,8,28,0.0,29.7,16.5,0,89
2026-08-29,2026,8,29,4.98,30.6,16.2,0,90
2026-08-30,2026,8,30,1.1,32.0,16.6,0,91
2026-08-31,2026,8,31,0.0,29.4,17.3,0,92
2026-09-01,2026,9,1,0.0,29.6,19.7,0,93
2026-09-02,2026,9,2,0.61,26.8,15.9,0,94
2026-09-03,2026,9,3,0.0,28.2,16.1,0,95
2026-09-04,2026,9,4,2.54,31.4,20.8,0,96
2026-09-05,2026,9,5,2.03,30.1,16.5,0,97
2026-09-06,2026,9,6,0.0,30.0,20.6,1,98
2026-09-07,2026,9,7,0.0,26.8,17.3,0,99
2026-09-08,2026,9,8,3.06,27.9,16.9,0,100
2026-09-09,2026,9,9,0.86,28.9,18.5,0,101
2026-09-10,2026,9,10,0.0,32.3,15.2,0,102
2026-09-11,2026,9,11,0.0,29.3,15.8,0,103
2026-09-12,2026,9,12,6.58,32.0,13.6,0,104
2026-09-13,2026,9,13,0.0,28.6,14.3,0,105
2026-09-14,2026,9,14,1.14,30.4,17.3,0,106
2026-09-15,2026,9,15,0.0,27.9,20.1,0,107
2026-09-16,2026,9,16,0.0,31.4,16.9,0,108
2026-09-17,2026,9,17,0.0,30.6,19.2,0,109
2026-09-18,2026,9,18,3.15,27.9,20.6,0,110
2026-09-19,2026,9,19,0.0,28.4,19.2,0,111
2026-09-20,2026,9,20,1.44,28.8,21.0,0,112
2026-09-21,2026,9,21,0.0,27.2,12.8,0,113
2026-09-22,2026,9,22,0.0,27.0,19.7,0,114
2026-09-23,2026,9,23,7.39,26.6,14.2,0,115
2026-09-24,2026,9,24,0.0,29.3,19.8,0,116
2026-09-25,2026,9,25,0.0,30.5,20.5,1,117
2026-09-26,2026,9,26,0.0,26.3,17.3,0,118
2026-09-27,2026,9,27,0.0,27.5,16.8,0,119
2026-09-28,2026,9,28,4.0,28.7,16.6,0,120
2026-09-29,2026,9,29,0.0,26.4,22.4,0,121
2026-09-30,2026,9,30,6.31,30.3,13.0,0,122
2026-10-01,2026,10,1,0.0,27.5,17.8,0,123
2026-10-02,2026,10,2,0.0,22.0,18.4,1,124
2026-10-03,2026,10,3,0.0,25.1,16.6,0,125
2026-10-04,2026,10,4,0.0,23.1,18.7,0,126
2026-10-05,2026,10,5,0.0,26.2,18.2,0,127
2026-10-06,2026,10,6,2.97,29.8,23.7,0,128
2026-10-07,2026,10,7,0.0,23.2,19.1,0,129
2026-10-08,2026,10,8,0.56,24.1,21.8,0,130
2026-10-09,2026,10,9,0.0,27.4,17.6,0,131
2026-10-10,2026,10,10,0.0,29.0,16.3,1,132
2026-10-11,2026,10,11,0.0,27.5,17.5,1,133
2026-10-12,2026,10,12,0.0,25.7,21.4,1,134
2026-10-13,2026,10,13,0.0,32.0,18.8,0,135
2026-10-14,2026,10,14,0.0,24.1,17.7,0,136
2026-10-15,2026,10,15,0.0,24.2,16.8,0,137
2026-10-16,2026,10,16,0.0,26.3,16.7,0,138
2026-10-17,2026,10,17,3.11,25.5,16.3,0,139
2026-10-18,2026,10,18,0.0,25.8,14.3,0,140
2026-10-19,2026,10,19,2.27,26.5,16.9,0,141
2026-10-20,2026,10,20,0.0,26.7,20.0,0,142
2026-10-21,2026,10,21,0.44,31.4,16.3,0,143
2026-10-22,2026,10,22,0.0,28.4,18.0,0,144
2026-10-23,2026,10,23,0.0,24.3,14.8,0,145
2026-10-24,2026,10,24,0.0,26.7,19.4,1,146
2026-10-25,2026,10,25,3.59,22.0,18.2,0,147
2026-10-26,2026,10,26,1.33,24.7,20.6,0,148
2026-10-27,2026,10,27,0.0,26.6,19.6,0,149
2026-10-28,2026,10,28,2.24,28.8,18.7,0,150
2026-10-29,2026,10,29,0.45,25.8,17.4,0,151
2026-10-30,2026,10,30,0.78,25.1,21.2,1,152
2026-10-31,2026,10,31,0.03,26.2,18.1,1,153
